Model and Mult,FinanceBench,amg,hpcg,linux_kernel,miniFE,nqueens,numenta_nab,numpy,nwchem,openfoam,openradioss,pybench,specfem3d,stockfish,tensorflow
Intel Xeon Gold 5220R x 1,-11.461095184326098,20.361157464346594,,,,,-3.713572066704308,5.808142489980444,-8.98205864280585,,,-7.023758954738443,,,
Intel Xeon Gold 5220R x 2,-11.441332788345242,20.927754202913064,,-6.1463292576688975,,,-3.5553480614894135,5.739792912179234,-8.359134886757962,-6.80128303447162,,-7.01301578963963,,,-7.645397699428633
Intel Xeon Gold 5412U x 1,,,,,,,,6.20455776256869,,,,,,,
Intel Xeon Gold 5416S x 1,,,,,,,,,,,,,,17.02224181520158,
Intel Xeon Gold 6130 x 2,,,,,,,,,,,,-7.297091005160418,,,
Intel Xeon Gold 6138 x 2,,,,,,-1.6094379124341003,,5.7745515455444085,,,,,,,
Intel Xeon Gold 6140 x 2,,,,,,-1.6094379124341003,,,,,,,,,
Intel Xeon Gold 6142 x 2,,,,,,,,,,,,-7.309212365692763,,,
Intel Xeon Gold 6144 x 2,,,,,,,,,,,,,,,-7.6362696033793735
Intel Xeon Gold 6226R x 1,-11.444175421141113,20.35558623035631,,-6.654152520183219,,-2.1972245773362196,-3.6375861597263857,5.765191102784844,,-7.381501894506707,,-7.033506484287697,,,-7.325148957955575
Intel Xeon Gold 6226R x 2,,,,,,,,5.707110264748875,,,,,,,
Intel Xeon Gold 6248R x 2,-11.305839793029655,,,,,,,,,,,-7.088408778675395,,,
Intel Xeon Gold 6254 x 2,,,,,,,,5.648974238161206,,,,-7.037905963447182,,,
Intel Xeon Gold 6254 x 4,,,,,,,,5.552959584921617,,,,,,,
Intel Xeon Gold 6258R x 1,-11.403590394556991,20.466280056765854,,,,,-3.5553480614894135,5.860786223465865,-8.50532301884575,,,-6.9975959829819265,,,
Intel Xeon Gold 6338 x 1,,,,,,,,,-8.46695197497949,,,,,,
Intel Xeon Gold 6338 x 2,,,,,,,,,-8.012680929706839,,,,,,
Intel Xeon Gold 6342 x 1,,20.758094909408335,,-6.297109319933935,,,,,-8.562548893137034,,,-6.897704943128636,,,-7.167809184316444
Intel Xeon Gold 6342 x 2,,21.36420660898854,,-5.707110264748875,,,,,-7.935945103353701,,,-6.897704943128636,,,-7.642044402873258
Intel Xeon Gold 6346 x 1,,20.63189755404785,,-6.616065185132817,,,,,-8.75557997214314,,,-6.8690144506657065,,,-7.3310603052186325
Intel Xeon Gold 6346 x 2,,21.229265132906736,,-6.003887067106539,,,,,-8.228710798793687,,,-6.8679744089702925,,,-7.505492274737424
Intel Xeon Gold 6414U x 1,,,,,,,,,,,,,-3.912023005428146,,
Intel Xeon Gold 6442Y x 1,,21.156282080854712,,,10.440390196012237,,,6.272877006546167,,-6.486160788944089,,,,,
Intel Xeon Gold 6442Y x 2,,21.735586077845582,,,10.701962748225764,,,6.26530121273771,,-5.762051382780177,,,,,
Intel Xeon Gold 6444Y x 2,,,3.784189633918261,,,,,,,,,,-3.5263605246161616,,
Intel Xeon L5640 x 2,,,,-7.801800401908972,,,,,,,,,,,
Intel Xeon Max 9468 x 1,,,,,9.956269737975097,,,6.129050210060545,-7.837159650001675,-6.091309882077698,,,,18.012874312083582,
Intel Xeon Max 9468 x 2,,,,,9.882417121916836,,,6.068425588244111,,,-3.4339872044851463,,,18.774669607605304,
Intel Xeon Max 9480 x 1,,21.192934201872344,,,9.866719828343914,,,6.126869184114185,-7.715123603632105,,,-6.55250788703459,,18.104885123176285,
Intel Xeon Max 9480 x 2,,,4.624972813284271,,9.955985121493882,,,6.095824562432225,,-5.262690188904886,,-6.6039438246004725,-2.890371757896165,,
Intel Xeon Platinum 8253 x 1,,,,,,,,5.579729825986222,,,,,,,
Intel Xeon Platinum 8259L x 2,,,,,,,,5.723585101952381,,,,-7.132497551660044,,,
Intel Xeon Platinum 8260 x 2,,,,-6.180016653652572,,,,,,,,,,,
Intel Xeon Platinum 8272CL x 2,,,,,,,,5.762051382780177,,,,,,,
Intel Xeon Platinum 8280 x 1,-11.412043793188975,20.40418006025415,,,,,-3.5553480614894135,5.834810737062605,-8.543640361431086,,,,,,
Intel Xeon Platinum 8280 x 2,,21.056587297940297,,-5.648974238161206,,-1.0986122886681098,-3.5553480614894135,5.8289456176102075,-7.900636613018005,-6.39024066706535,,-7.003065458786462,,,-8.129174996911793
Intel Xeon Platinum 8362 x 1,,20.789528080058798,,-6.100318952020064,,,,,,-6.761572768804056,,,,,
Intel Xeon Platinum 8362 x 2,,21.445041128050846,,-5.476463551931511,,,,6.018593214496234,-7.70796153183549,-5.993961427306569,,-6.879355804460439,,,-7.888709524182015
Intel Xeon Platinum 8380 x 1,,20.763947143490576,,-5.934894195619588,10.046418381725163,,,5.988961416889864,-8.112827478751374,-6.678342114654332,,-6.926577033222725,,17.7492861510247,-7.2520539518528135
Intel Xeon Platinum 8380 x 2,,21.455006094314072,3.713572066704308,-5.375278407684165,,,-3.258096538021482,5.948034989180646,-7.609862200913554,-5.8916442118257715,,-6.970730078143525,,,-8.13973227971767
Intel Xeon Platinum 8462Y+ x 1,,21.176707179978212,,,10.43687669471087,,,6.298949246855942,,-6.313548046277095,,,,,
Intel Xeon Platinum 8462Y+ x 2,,21.799810840916454,4.07753744390572,,10.674775633480014,,,,,-5.568344503761097,,,,,
Intel Xeon Platinum 8468 x 1,,21.202848286212028,,,10.474749545105949,,,6.20455776256869,,-6.135564891081739,,,,,
Intel Xeon Platinum 8468 x 2,,21.854763176806372,,,10.76155577520986,,,,,-5.365976015021851,,,-2.890371757896165,,
Intel Xeon Platinum 8471N x 1,,21.187969264279815,,,,,,,,-6.139884552226255,,,,,
Intel Xeon Platinum 8480+ x 1,,,,,,,,,,,,-6.428105272684596,,,
Intel Xeon Platinum 8490H x 1,,21.199760864527526,,-5.521460917862246,10.473308235808691,,-2.9444389791664407,6.126869184114185,,-6.045005314036012,,-6.639875833826536,-3.367295829986474,18.36246358748925,
Intel Xeon Platinum 8490H x 2,,21.864145951856177,4.143134726391533,-5.003946305945459,10.704838702305462,,-2.995732273553991,6.100318952020064,,-5.272999558563747,,-6.639875833826536,-2.833213344056216,19.06419799333725,
Intel Xeon Platinum x 2,,,,,,,,,,-5.455321115357702,,,,,
Intel Xeon Silver 4108 x 1,,,,,9.155461710466193,-3.4339872044851463,,,,,,-7.206377291472252,,,
Intel Xeon Silver 4210 x 2,,,,,,-2.3025850929940455,,,,,,,,,
Intel Xeon Silver 4214 x 2,,,,,,,,,,,,-7.580189417944541,,,
Intel Xeon Silver 4214R x 1,,,,,,-2.639057329615259,,5.641907070938114,,,,,,,
Intel Xeon Silver 4215R x 1,,,,,,-2.890371757896165,,5.66988092298052,,,,,,,
Intel Xeon Silver 4216 x 1,-11.933364567805466,20.204238299255177,2.3978952727983707,-6.85751406254539,,-2.4849066497880004,,5.641907070938114,,-7.638198244285779,-4.700480365792417,-7.186901020411631,-4.969813299576001,16.417388358363613,-7.703459047867175
Intel Xeon W-1370P x 1,,,,,,,,6.359573868672378,,,,,,,
Intel Xeon W-2123 x 1,,,,,,,,,,,,-7.309212365692763,,,
Intel Xeon W-2295 x 1,,,,,,,,5.929589143389895,,,,-6.921658184151128,,,
Intel Xeon X5675 x 2,,,,,,-2.833213344056216,,,,,,,,,
