Model and Mult,FinanceBench,amg,hpcg,linux_kernel,miniFE,nqueens,numenta_nab,numpy,nwchem,openfoam,openradioss,pybench,specfem3d,stockfish,tensorflow
AMD Ryzen 9 5900X x 1,0.003711720398339179,0.02504151698019232,,0.033118279569892474,0.010307496331295013,0.028676966733820218,0.2672612419124244,0.008321327017634106,0.002410849629153273,0.033977234146255066,,0.015517714745017607,0.408248290463863,0.02680727879503679,0.003080036450599057
AMD Ryzen 9 5950X x 1,0.011782242942083576,,0.447213595499958,0.019865067466266866,,0.026028960314767677,0.010163945352271771,0.008353740140808292,0.024101498770481348,,,0.013098184057425735,0.447213595499958,,0.00034560759889422376
AMD Ryzen 9 6900HX x 1,,0.0011833386076449707,,,,,,0.03320667204467212,,,,,,,
AMD Ryzen 9 7900 x 1,,0.020860902934727955,0.038180177416060626,,0.0014874915483434753,,,0.014840092598509354,,0.014359040765231595,,0.026921214479670438,0.003401360544217687,0.015829480131648054,
AMD Ryzen 9 7900X x 1,0.000876573083573429,0.014720674690744508,0.025,0.0013146590365538337,0.0001161147668463788,0.3333333333333333,,0.014580296087995109,0.009672476537061865,0.013114372500484289,,0.008896797153024912,0.4082482904638631,0.4472135954999579,0.0035938903863432167
AMD Ryzen 9 7900X3D x 1,,0.021543924360777456,0.036084391824351615,,0.0005813551831156791,,,0.02066044213272466,,0.013116922363912112,,0.02013987246368557,0.4082482904638631,0.44721359549995787,
AMD Ryzen 9 7950X x 1,0.006337294142172191,0.015943985722421877,0.03031695312954162,0.024182196816247184,0.003339566275753741,0.2773500981126146,0.05128205128205128,0.014081912709434222,0.005174365620095703,0.013294719226544665,,0.010437728126645745,0.021097046413502112,0.012224751427459702,0.014400706816751912
AMD Ryzen 9 7950X3D x 1,,0.02719965345038242,0.03340765523905305,,0.023532994040628127,0.4472135954999579,0.03402069087198859,0.018825242619582672,0.030425963488843813,0.012470845627907935,,0.01619548190215935,0.020430512054552822,0.014839338823015804,0.027240447827263908
AMD Ryzen 9 9900X x 1,,,0.5,,,,,0.008722950242713894,,0.010091453800063072,0.35355339059327373,0.004878016800975634,0.014255562202212984,0.026642525778106215,
AMD Ryzen 9 9900X3D x 1,,0.0008770037317214804,0.3779644730092272,,,,,0.0019011406844106464,,,0.2886751345948129,0.0023026293642002763,0.005323443281820102,,0.005675954592363261
AMD Ryzen 9 9950X x 1,0.0004695706970530503,,0.22941573387056172,,0.011090742188595447,0.5,,0.013909713489611881,0.0017162471395881006,0.005434255964807933,0.30151134457776363,0.01458825213694147,0.00514293481225508,0.01207877016763678,
AMD Ryzen 9 9950X3D x 1,,0.01677013913930456,0.25,,0.5773502691896258,,,0.011881449093506928,,0.006751887667579881,0.23570226039551584,0.009873588546327973,0.2773500981126146,,0.018032806270159595
AMD Ryzen 9 PRO 3900 x 1,0.5773502691896257,,,,,,,0.5773502691896257,,,,,,,
AMD Ryzen AI 5 340 x 1,,,,,,,,,,,0.027551334249597475,0.0036231884057971015,,,
AMD Ryzen AI 7 PRO 360 x 1,,,,,,,,,,,0.040534783634897625,,,,
AMD Ryzen AI 9 365 x 1,,,,,,,,,,,0.017407032991752548,,,0.04211655117293114,
AMD Ryzen AI 9 HX 370 x 1,,,,,,,,0.008933853295003881,,0.002259036144578313,0.019461654528070114,,0.039589732744431484,0.014468548199840342,
AMD Ryzen AI MAX+ PRO 395 x 1,,,,,,,,,,,0.5773502691896258,,,,
AMD Ryzen Threadripper 1900X x 1,,,,,,,,,,,,0.04129825930006901,,,
AMD Ryzen Threadripper 1950X x 1,,,,,,0.02795084971874737,,,,,,0.020065661318613114,,,
AMD Ryzen Threadripper 2920X x 1,,,,,,0.5773502691896258,,,,,,0.037671870846952255,,,
AMD Ryzen Threadripper 2950X x 1,0.0038684663916121916,0.001589288389934837,,,0.02462250578548518,0.24253562503633297,,,,,,,,,
AMD Ryzen Threadripper 2970WX x 1,0.040760977123993236,,,0.02960428026549017,0.01136189160141256,0.5,,0.008437992367923735,,,,,,,0.005046372067648663
AMD Ryzen Threadripper 2990WX x 1,0.010189557005971394,0.05230942689653081,,,0.04095947350190509,0.18257418583505536,,0.02600307582572376,,,,,,,
AMD Ryzen Threadripper 3960X x 1,0.0005455568921516206,0.001615063163372789,,0.015821235689857,0.0007515292981116007,0.35355339059327373,0.06098367211363063,0.009720197391996739,,,,0.051225065114366364,,,0.001853813559322034
AMD Ryzen Threadripper 3970X x 1,0.000655153674936244,0.00017419000202752933,0.5,0.012618296529968454,,0.2182178902359924,0.02621837778937075,0.008437992367923735,,0.0021530228118980094,,,0.5,0.017298303826646964,0.0021152829190904283
AMD Ryzen Threadripper 3990X x 1,0.0036244042993528697,0.02139723915711631,0.06415002990995843,0.021885118507187985,0.005720292668510648,0.5,0.023112508176051216,0.00878508979479199,0.055950607311018356,0.01603543480525934,0.019444069369563388,0.019081113407998205,,,0.0067695530066218795
AMD Ryzen Threadripper 7970X x 1,,0.4082482904638631,0.03466876226407682,,0.408248290463863,,,,,,0.28867513459481287,0.0171705045392654,,,
AMD Ryzen Threadripper 7980X x 1,,0.0077406900373348615,,,0.008770598778484712,0.5773502691896258,,0.006384140632910591,,,0.010713739108887085,,0.029462782549439476,0.015034124645625056,
AMD Ryzen Threadripper 9970X x 1,,0.05385227268000771,,,0.055496641922940966,,,,,0.0690348525469169,0.016070608663330623,,,,
AMD Ryzen Threadripper 9980X x 1,,,,,0.06460213273954912,,,,,,0.2773500981126146,,,,
AMD Ryzen Threadripper PRO 3975WX x 1,,,,,,0.4472135954999579,,0.012810806121092545,,,,0.044053876571637646,,,
AMD Ryzen Threadripper PRO 5965WX x 1,,,0.4472135954999579,0.009755098180468007,,,,,0.009762437964405502,0.0037976585159429123,0.010467904883688798,,0.009433962264150943,0.03475408278385918,
AMD Ryzen Threadripper PRO 7995WX x 1,,0.007701693869056385,0.017495462702715934,,0.004588338085682813,0.5,,0.009890268140443519,0.0014442783469409027,0.0076569045491212614,,,,,0.0163354886656946
AMD Ryzen Threadripper PRO 9995WX x 1,,0.0005963985740209552,0.4472135954999579,,0.004581086898081288,,,,,0.0011124716305969103,0.3333333333333333,,,,
AMD Ryzen Z1 Extreme x 1,,,0.2672612419124244,,,,,0.0390638381611409,,,,0.028885037550548817,,,
INTEL XEON PLATINUM 8592+ x 1,,0.002515858122528972,,,0.005974911031730648,,,0.0021763789232777,0.0029951414483003736,0.002326009148639959,,0.00362844702467344,0.2886751345948129,0.0014941830858709593,
INTEL XEON PLATINUM 8592+ x 2,,0.005234063983117112,0.009389671361502348,,0.022108130889724555,,,0.0029186445792218317,0.006224960557256621,0.0024154589371980675,,0.0050798258345428155,0.3779644730092272,0.006359688360882164,
Intel Celeron G5900 x 1,,,,,,,0.0023923444976076554,0.009865005783087308,,,,0.00813666436799727,,,
Intel Celeron G6900 x 1,9.578648917886348e-05,,,,,,,,,,,0.01814195461209664,,,
Intel Celeron J3455 x 1,,,,,,,,,,,,0.02421586035704713,,,
Intel Celeron N2830 x 1,,,,,,,,,,,,0.01304916702167447,,,
Intel Celeron N3350 x 1,,,,,,,,,,,,0.049732276733659035,,,
Intel Core 2 Duo E8500 x 1,,,,,,,,,,,,0.0023106385864253343,,,
Intel Core 2 Duo P7350 x 1,,,,,,,,,,,,0.02773662064067117,,,
Intel Core 2 Duo T7100 x 1,,,,,,,,,,,,0.00103754008677608,,,
Intel Core 2 Duo T7700 x 1,,,,,,,,,,,,0.036738468114008056,,,
Intel Core 2 Duo T9500 x 1,,,,,,0.03829364030339354,,,,,,,,,
Intel Core Ultra 5 245K x 1,,,0.5,,,,,0.006783581865713736,,0.5773502691896258,0.4082482904638631,0.0017406440382941688,0.012345679012345678,0.004799189390367076,
Intel Core Ultra 7 155H x 1,,,,,,,,0.012808111773831288,,,0.014845392380504112,0.006125367057923586,0.020891791262329814,,0.03057418256594388
Intel Core Ultra 7 165U x 1,,,,,,,,,,,,0.5,0.5,0.5,
Intel Core Ultra 7 256V x 1,,,,,,,,,,,0.020797258270192576,,,,
Intel Core Ultra 7 258V x 1,,,,,,,,,,,0.007692307692307693,0.007283941970634322,,,
Intel Core Ultra 9 285K x 1,,0.0277777154194971,0.022727272727272728,,0.5773502691896257,,,0.0013869625520110957,,0.02242633256636773,0.007040856941336901,0.018690000062126944,0.014961453779341083,0.0075414101385736215,
Intel Core i3-1005G1 x 1,,,,,,,,,,,,,,,0.0003508771929824561
Intel Core i3-10100 x 1,,0.02041951943388873,,,,,,0.016695576778015704,,,,0.010519857394425215,,,0.06638864679183454
Intel Core i3-12100 x 1,,,,0.0067280439235499,,,,,,,,,,,0.028948666880791542
Intel Core i3-14100 x 1,,0.5773502691896257,0.5773502691896258,,0.5773502691896258,0.5773502691896258,,0.010065576956392135,,0.44721359549995787,,0.0030892555796902007,0.4472135954999579,0.4472135954999579,0.5773502691896258
